name,date,academy,presentation,pyschometrics
JEREMIE BOMPASS,2019-11-06,London,19,43
TOBIAS WHITHORN,2019-11-06,London,19,55
MURIEL BEARCOCK,2019-11-06,London,14,57
BRENNA MCGROARTY,2019-11-06,London,26,54
JOHNATH TUFTS,2019-11-06,London,18,53
MERIDITH ALONSO,2019-11-06,London,15,68
FRANKLIN PURSHOUSE,2019-11-06,London,15,43
THEOBALD GEERLING,2019-11-06,London,19,52
MICHEL LEBARREE,2019-08-07,London,18,57
EDITHE DIMITROV,2019-08-07,London,19,53
HASLETT STEET,2019-08-07,London,22,61
JOURDAIN MCLARENS,2019-08-07,London,14,52
SALVADOR ELMAN,2019-08-07,London,14,62
IRITA LYPTRIT,2019-08-07,London,24,58
EDVARD NORTHEN,2019-08-07,London,22,54
ORALLA PEASGOOD,2019-08-07,London,19,50
MARINNA KROJN,2019-08-07,London,14,42
ITCH IZOD,2019-08-07,London,25,47
KERR COUCHA,2019-08-07,London,15,59
JUD KUBYSZEK,2019-08-07,London,21,48
TULLY MCDOUAL,2019-08-07,London,19,79
MORDECAI BATTYLL,2019-08-07,London,20,42
MILT FLOWERS,2019-08-07,London,15,44
JOZEF BURR,2019-08-07,London,18,57
RAFI ANDRZEJCZAK,2019-08-07,London,19,60
MELESA MAULT,2019-08-07,London,17,51
KATUSCHA RANSFIELD,2019-08-07,London,22,57
BETTEANNE GOLD,2019-08-07,London,19,45
DEMETRIUS TUNSTALL,2019-08-07,London,16,58
MARGERY WINSPUR,2019-08-07,London,16,50
XYMENES PRETOR,2019-08-07,London,21,66
BOB ROGERSON,2019-08-07,London,19,74
NEALL MAYOR,2019-08-07,London,23,57
ILYSA KIGGEL,2019-08-07,London,19,61
WILFRED LAUGHREN,2019-08-07,London,16,47
ELSBETH HARDCASTLE,2019-08-07,London,21,43
ELOISE VOLKE,2019-08-07,London,21,49
ALISTER BRU,2019-08-07,London,20,56
TONNIE KNAPTON,2019-08-07,London,29,46
LEOLINE VIGIETTI,2019-08-07,London,18,55
ALWIN BULLMAN,2019-08-07,London,23,66
TARRAH BUNNY,2019-08-07,London,24,57
CHESTER HANSELMANN,2019-08-07,London,19,52
ROLLAND DINKIN,2019-02-07,Birmingham,23,53
HERMY WITHERBY,2019-02-07,Birmingham,18,58
FANNIE MCGOOGAN,2019-02-07,Birmingham,23,63
ENOCH BATTE,2019-02-07,Birmingham,29,53
CHRISSY LEFTBRIDGE,2019-02-07,Birmingham,16,48
IDELL JOINER,2019-02-07,Birmingham,14,49
WOLF CATTERMULL,2019-02-07,Birmingham,15,65
AVRAM DANK,2019-02-07,Birmingham,18,64
TRIPP BUSST,2019-02-07,Birmingham,13,61
THAXTER PLAID,2019-02-07,Birmingham,17,67
JOSE LARHAM,2019-02-07,Birmingham,19,45
CHRISTY KYSTON,2019-02-07,Birmingham,20,65
DARYL MCKILLOP,2019-02-07,Birmingham,18,47
JILLY LAMPETT,2019-02-07,Birmingham,22,50
SHAWN BOWMER,2019-02-07,Birmingham,20,65
DES DIMOND,2019-02-07,Birmingham,23,61
GARDINER DI RUGGIERO,2019-02-07,Birmingham,20,57
DANIT MATOKHNIN,2019-02-07,Birmingham,14,44
LENNIE MOUNCHER,2019-02-07,Birmingham,23,44
ABBY PALLATINA,2019-02-07,Birmingham,18,56
JOSY NELL,2019-02-07,Birmingham,21,58
PAXON WITCOMBE,2019-02-07,Birmingham,25,61
BOND KIMMEL,2019-02-07,Birmingham,19,50
BOBBY LEARMONT,2019-02-07,Birmingham,22,40
HILLEL CONNECHIE,2019-02-07,Birmingham,18,57
CHRISTYNA THIRLWELL,2019-03-07,Birmingham,25,56
RANDEE MACKISON,2019-03-07,Birmingham,22,52
DOT MCGINLY,2019-03-07,Birmingham,14,55
INGELBERT FRI,2019-03-07,Birmingham,17,64
ZACHARIAS ARNAUDUC,2019-03-07,Birmingham,17,51
RHONDA REVANCE,2019-03-07,Birmingham,19,55
BARY BRAMBLEY,2019-03-07,Birmingham,16,59
AUDI WESTMACOTT,2019-03-07,Birmingham,20,51
HONORIA STAZIKER,2019-03-07,Birmingham,16,55
HEINDRICK KEAY,2019-03-07,Birmingham,22,56
ADAN JEACOCK,2019-03-07,Birmingham,13,51
VERNE FRANCESCUZZI,2019-03-07,Birmingham,21,50
EMMIE BELLISON,2019-03-07,Birmingham,18,33
AINSLIE SIMEON,2019-03-07,Birmingham,30,53
KRYSTALLE MUZZLEWHITE,2019-03-07,Birmingham,16,42
NORINE BOLUS,2019-03-07,Birmingham,15,49
MICHAIL ARKLE,2019-03-07,Birmingham,22,57
CANDIDA CHILLEY,2019-03-07,Birmingham,18,56
ASHLEY FITZHARRIS,2019-03-07,Birmingham,21,62
PAGE ROUBAY,2019-03-07,Birmingham,18,50
DANELLA MUNTON,2019-03-07,Birmingham,22,51
ZONDA BABBIDGE,2019-03-07,Birmingham,19,58
GENNIE DAVIDESCU,2019-03-07,Birmingham,27,49
SARAANN ANDRIOLLI,2019-03-07,Birmingham,18,48
TEMP SNELMAN,2019-03-07,Birmingham,20,46
CHILTON FRIDAYE,2019-03-07,Birmingham,25,60
GAE CRUTCH,2019-03-07,Birmingham,18,55
ROSITA CABEL,2019-03-07,Birmingham,23,52
LEMMIE WYLAM,2019-03-07,Birmingham,22,61
BOWIE NOLTON,2019-03-07,Birmingham,22,62
LAURELLA DAINTREY,2019-05-07,London,25,55
OMAR BROMILOW,2019-05-07,London,22,62
FABIO VEDISHCHEV,2019-05-07,London,13,40
FAX SCHANKELBORG,2019-05-07,London,25,50
ALBIE ROMANSKI,2019-05-07,London,22,55
WINNIFRED HINGELEY,2019-05-07,London,22,56
PRISCA GINNALLY,2019-05-07,London,23,51
VALENTINE BROSINI,2019-05-07,London,17,51
FIFINE WREIGHT,2019-05-07,London,16,65
FREE NICHOLES,2019-05-07,London,24,58
MAGGY CLAPISON,2019-05-07,London,20,56
DORY COOKSEY,2019-05-07,London,21,54
FRANCISCO TEBBOTH,2019-05-07,London,16,62
GAEL EICK,2019-05-07,London,19,50
TEODOR PATTLEL,2019-05-07,London,16,47
BONDON SMETHURST,2019-05-07,London,15,57
STACEE POINTS,2019-05-07,London,17,45
GUNTER YOKLEY,2019-05-07,London,20,58
AUBERON HATTER,2019-05-07,London,24,68
ENOCH BRIGG,2019-05-07,London,20,63
TERRANCE WOLFINGER,2019-05-07,London,23,62
SILVIE ALLDERIDGE,2019-05-07,London,21,51
LOREE ABBOT,2019-05-07,London,17,60
BROOKE CRIDLIN,2019-05-07,London,14,59
ROZE KYLES,2019-05-07,London,20,58
ERROL ALLDERIDGE,2019-05-07,London,16,46
HALE LAZARE,2019-11-07,Birmingham,22,46
NIGEL GORELLI,2019-11-07,Birmingham,21,43
SALEEM WHIMPER,2019-11-07,Birmingham,12,61
INIGO SCHOLLER,2019-11-07,Birmingham,19,48
DAFFI FLAUNE,2019-11-07,Birmingham,20,56
LORNE FARRAND,2019-11-07,Birmingham,11,56
DORISA GERRIT,2019-11-07,Birmingham,14,66
ANSEL RANDERSON,2019-11-07,Birmingham,14,55
ROSY OSBAND,2019-11-07,Birmingham,21,56
JOLYN BROMILOW,2019-11-07,Birmingham,22,49
REYNOLDS BRAIDEN,2019-11-07,Birmingham,19,49
ALYSE THIESE,2019-11-07,Birmingham,15,59
GARRICK YAKOBOVICZ,2019-11-07,Birmingham,21,59
JUSTINO DI BIASI,2019-11-07,Birmingham,17,60
KRISTIN BARDILL,2019-11-07,Birmingham,15,61
CHRISY MARKLOW,2019-11-07,Birmingham,17,46
EDVARD KERFORD,2019-11-07,Birmingham,20,56
EDIN BENDLE,2019-11-07,Birmingham,20,52
CRISTOBAL FURNIVAL,2019-11-07,Birmingham,16,51
ADAN GREMANE,2019-11-07,Birmingham,15,56
ORALIE MUSSOLINI,2019-11-07,Birmingham,19,60
ELECTRA DE WERK,2019-11-07,Birmingham,17,60
AMBLE DIMITRU,2019-11-07,Birmingham,16,53
ADALINE WARRENDER,2019-11-07,Birmingham,21,56
ORION KORNEICHUK,2019-11-07,Birmingham,14,55
DELPHINIA MANIE,2019-11-07,Birmingham,16,66
IGGIE HASLUM,2019-11-07,Birmingham,19,61
SHEPHERD EGALTON,2019-11-07,Birmingham,25,53
MOIRA RODENHURST,2019-11-07,Birmingham,20,52
LETTA HALSTON,2019-08-08,Birmingham,22,50
RIVALEE EAGLETON,2019-08-08,Birmingham,20,58
KIRBEE CLEMENTET,2019-08-08,Birmingham,18,56
MONA WILLIMOTT,2019-08-08,Birmingham,19,58
SILVIE GUILLOU,2019-08-08,Birmingham,20,48
HILDY LANDRE,2019-08-08,Birmingham,21,56
HERB MCILMORIE,2019-08-08,Birmingham,22,53
JACYNTH LASCELL,2019-08-08,Birmingham,19,39
DARRIN STOFFEL,2019-08-08,Birmingham,21,58
MILES WATER,2019-08-08,Birmingham,21,58
WILEY RENZO,2019-08-08,Birmingham,22,36
SIDNEY LE BATTEUR,2019-08-08,Birmingham,20,57
LUZ GASPARRO,2019-08-08,Birmingham,27,52
ANGELITA BELLIE,2019-08-08,Birmingham,16,47
MILTON CONAGHAN,2019-08-08,Birmingham,18,54
PUTNEM HESSING,2019-08-08,Birmingham,27,57
GARALD BANASEVICH,2019-08-08,Birmingham,27,57
ROSEMONDE TOFFOLONI,2019-08-08,Birmingham,22,48
ARRON CUERDALL,2019-08-08,Birmingham,21,57
JOSH YOUENS,2019-08-08,Birmingham,22,51
HEINRIK ALLWELL,2019-08-08,Birmingham,22,51
LEONERD SCAMEL,2019-08-08,Birmingham,23,52
CARENA NIZET,2019-08-08,Birmingham,21,62
MATTY CENEY,2019-08-08,Birmingham,24,56
RUBIA ESPY,2019-08-08,Birmingham,24,54
MARTICA CAWSE,2019-08-08,Birmingham,17,57
NANCIE MEHAFFEY,2019-08-08,Birmingham,26,63
BERKY LEMAR,2019-08-08,Birmingham,14,47
PERRY RICHEMOND,2019-08-08,Birmingham,21,60
HORATIUS STARKING,2019-08-08,Birmingham,18,50
DENNY BEGG,2019-08-08,Birmingham,16,56
WOLF RADOLF,2019-08-08,Birmingham,20,60
PIERRETTE MINILLO,2019-08-08,Birmingham,20,49
KANDACE OBEE,2019-08-08,Birmingham,12,59
ALONSO HULKES,2019-01-08,London,21,55
EDSEL GINGELL,2019-01-08,London,16,58
DUKY TARN,2019-01-08,London,19,44
TIERTZA GURRY,2019-01-08,London,18,46
DALILA HYETT,2019-01-08,London,15,52
BERKY SLATTEN,2019-01-08,London,15,55
TOBIT DOWDEN,2019-01-08,London,23,51
BENTLEE MEUGENS,2019-01-08,London,25,58
ARDATH NORWELL,2019-01-08,London,23,48
LAYNE LE FLEMING,2019-01-08,London,24,54
ERROLL CHAROPEN,2019-01-08,London,12,52
FOSS DARYCOTT,2019-01-08,London,22,56
BURG FLIPEK,2019-01-08,London,20,56
BARY BOATMAN,2019-01-08,London,19,60
VALEDA ADSHAD,2019-01-08,London,24,60
ALEXANDER JOHNSTONE,2019-01-08,London,23,53
JENA ATTARD,2019-01-08,London,21,55
REGGIE LAWLOR,2019-01-08,London,20,55
KELLIE TANGUY,2019-05-08,London,18,62
EDEN GOODBODDY,2019-05-08,London,21,52
NICKOLAS FEARS,2019-05-08,London,15,64
ARTEMAS BEWLAY,2019-05-08,London,19,61
MEGEN DURTNALL,2019-05-08,London,26,64
RODRICK ESSELEN,2019-05-08,London,15,41
CELINA BURDER,2019-05-08,London,23,52
TAMMY BEHRENS,2019-05-08,London,14,62
MERRIE MATHON,2019-05-08,London,17,56
MATA FARRELL,2019-05-08,London,20,50
SHANE ODO,2019-05-08,London,16,48
DENE HARDEY,2019-05-08,London,14,51
AARIKA PREIST,2019-05-08,London,16,57
EUPHEMIA FARGHER,2019-05-08,London,20,50
DARYA TAYT,2019-05-08,London,21,63
HUSEIN ETOILE,2019-05-08,London,19,40
KYLIE MURNAME,2019-05-08,London,15,61
PHILIP HULLBROOK,2019-05-08,London,26,48
BRANDI ALVARADO,2019-05-08,London,26,58
JEMMIE BOOME,2019-05-08,London,21,58
TESSY SPURGEON,2019-05-08,London,22,58
DIXIE O' FLAHERTY,2019-10-08,London,22,61
MIL GOODDAY,2019-10-08,London,17,64
SANDER SLIXBY,2019-10-08,London,22,47
ETHAN BROOKWOOD,2019-10-08,London,23,57
DALSTON VESCOVINI,2019-10-08,London,14,54
RUTTGER WHITROD,2019-10-08,London,16,56
BEAR BIRRANE,2019-10-08,London,17,56
WARNER HARSE,2019-10-08,London,16,57
HORACE SCOTFORD,2019-10-08,London,20,58
EUGENE TOMLINSON,2019-10-08,London,23,65
PRU BILBEE,2019-10-08,London,17,54
NOEL DABNOT,2019-10-08,London,18,58
ELIE LIDGETT,2019-10-08,London,16,41
DECCA RAYBURN,2019-10-08,London,18,61
IDALINA NESBY,2019-10-08,London,24,53
GIBBIE CREYKE,2019-10-08,London,20,56
NEVILE CLELLE,2019-10-08,London,18,63
BRANT LINDFORS,2019-10-08,London,14,47
BARTHOLEMY O'TOWEY,2019-10-08,London,15,43
SKYLER PENDRE,2019-10-08,London,19,51
NICOLA LAVALL,2019-10-08,London,24,57
RON FINCKE,2019-10-08,London,25,51
ADEL CRANMOR,2019-10-08,London,21,52
SADELLA DUFOURE,2019-10-08,London,24,55
DELILA GARRET,2019-04-09,London,23,51
HOMER HYMER,2019-04-09,London,23,64
WOLFY DINZEY,2019-04-09,London,13,58
LEAH EARNEY,2019-04-09,London,16,57
REGAN RAWLINS,2019-04-09,London,16,53
GAN SUERMEIER,2019-04-09,London,19,48
CORBY ADNETT,2019-04-09,London,16,57
NARA BAGGER,2019-04-09,London,23,57
AUGUSTIN WINTERS,2019-04-09,London,23,53
FRANCISKA KEZOR,2019-04-09,London,20,60
MIMI BEAMAND,2019-04-09,London,18,53
MORGANA MCDARMID,2019-04-09,London,19,70
LYNNELL SAMBER,2019-04-09,London,21,58
AXEL SCATCHAR,2019-04-09,London,16,59
MIGUEL BOWEN,2019-04-09,London,21,58
WAYNE ABAZI,2019-04-09,London,21,41
SHAY MERRGEN,2019-04-09,London,24,50
LAVENA MOEHLER,2019-04-09,London,22,53
BRUCE WINGATT,2019-04-09,London,20,56
STAVRO BARTOCCI,2019-04-09,London,18,46
ARLEEN MCALLAN,2019-04-09,London,17,60
ASE FENN,2019-04-09,London,18,44
LALO HALTON,2019-04-09,London,18,52
KITTY TRIGGOL,2019-04-09,London,18,54
WILEEN TOLLEY,2019-04-09,London,24,56
HARMON CHASEMORE,2019-04-09,London,19,47
PALM JAKOVIJEVIC,2019-04-09,London,19,58
LYNEA FITZSYMON,2019-04-09,London,18,59
JIMMY SAND,2019-04-09,London,19,59
SIBLEY ANDERTON,2019-04-09,London,21,46
MORDECAI CHAMBERLIN,2019-04-09,London,20,53
BART BOUTTELL,2019-04-09,London,17,58
LISE WILDMAN,2019-04-09,London,23,60
KARIOTTA BARENSE,2019-04-09,London,21,62
ERNST GIDNEY,2019-01-09,London,16,57
ANDRIS REDDECLIFFE,2019-01-09,London,24,48
LEONE PATMORE,2019-01-09,London,14,52
CLAUDIANUS CONNAR,2019-01-09,London,24,49
WIT NAPOLITANO,2019-01-09,London,21,55
THORNTON THUILLIER,2019-01-09,London,21,53
HOLT DE CASTRI,2019-01-09,London,16,42
PATRICE MASHAM,2019-01-09,London,20,59
DIERDRE EARWICKER,2019-01-09,London,15,41
TANNER BYRAM,2019-01-09,London,20,62
KONSTANTIN FUSCO,2019-01-09,London,20,65
HEIDIE BAROCK,2019-01-09,London,24,49
PYOTR DE ZUANI,2019-01-09,London,20,51
LAETITIA POSTON,2019-01-09,London,20,53
NADY RUNNACLES,2019-01-09,London,14,65
SYDNEY RENACHOWSKI,2019-01-09,London,24,56
BOBBYE LADBROOKE,2019-01-09,London,25,41
ORRAN ROFE,2019-01-09,London,23,51
GARDNER KIENLE,2019-01-09,London,16,62
MERRILL MONGAIN,2019-01-09,London,26,40
SAL CUREE,2019-01-09,London,20,59
ANABAL TEESE,2019-07-09,London,18,50
CONSTANCE FELLIBRAND,2019-07-09,London,22,62
FLEMING MCMURDO,2019-07-09,London,22,62
KAYLYN SERFATI,2019-07-09,London,20,49
MORGEN LILYWHITE,2019-07-09,London,25,57
RICKARD BLAKES,2019-07-09,London,22,61
DUKE FELCE,2019-07-09,London,23,49
ROBERS GENTNER,2019-07-09,London,15,63
MELA BURGILL,2019-07-09,London,18,57
JULIANNE NEAGLE,2019-07-09,London,21,62
MICHELLE GLASSON,2019-07-09,London,16,46
NOE FORTNAM,2019-07-09,London,22,58
MARTIN OLYFANT,2019-07-09,London,18,49
SELBY TILLS,2019-07-09,London,18,48
LAURETTE HEMBLING,2019-07-09,London,23,54
JESSY DOLLMAN,2019-07-09,London,18,56
STARLIN RACKSTRAW,2019-07-09,London,14,63
SONDRA WABERER,2019-07-09,London,11,53
LUCA GOKES,2019-07-09,London,26,67
INGMAR KETTLESTING,2019-07-09,London,14,51
DORIAN HAMSHAR,2019-07-09,London,19,60
DEEDEE WARDLOW,2019-07-09,London,24,47
AMIL LIDDEN,2019-07-09,London,18,58
BAYARD STUCKOW,2019-07-09,London,23,50
OLLIE PINNIGER,2019-07-09,London,19,62
VAN CHESSHYRE,2019-07-09,London,19,61
FORD FELDHORN,2019-07-09,London,19,48
SHARI WEDGWOOD,2019-07-09,London,17,40
GINA LEVENS,2019-07-09,London,24,39
ABELARD CARDENAS,2019-07-09,London,26,64
ALLAN SEMMENS,2019-07-09,London,22,45
DUN KURTH,2019-07-09,London,21,51
TUESDAY TASSELER,2019-07-09,London,20,54
EDEN CHATTOCK,2019-07-09,London,15,51
SEAMUS HUXSTER,2019-07-09,London,26,48
CINNAMON GILKISON,2019-07-09,London,21,55
ROCH DE COURCY,2019-07-09,London,16,66
DARCY HANDRAHAN,2019-07-09,London,18,64
GAYLE GEALLE,2019-07-09,London,23,48
BIBI MASTRANTONE,2019-05-09,Birmingham,20,67
JORDANA BICE,2019-05-09,Birmingham,21,44
JUDAS ESPADERO,2019-05-09,Birmingham,17,50
SHEPHERD ALIMAN,2019-05-09,Birmingham,26,53
KATHARINA ALESWELL,2019-05-09,Birmingham,25,55
HUSEIN YESINOV,2019-05-09,Birmingham,24,34
MARC RUBINSAFT,2019-05-09,Birmingham,12,46
LISE OGILVIE,2019-05-09,Birmingham,18,56
ROLLINS DALGARDNO,2019-05-09,Birmingham,22,50
LEANDRA FUTTY,2019-05-09,Birmingham,19,51
PIPPO BROWNSTEIN,2019-05-09,Birmingham,20,45
GUSSI PATTRICK,2019-05-09,Birmingham,21,59
JUSTINN ROSIELLO,2019-05-09,Birmingham,23,54
YALONDA BEACOM,2019-05-09,Birmingham,26,57
TEDMUND EMANULSSON,2019-05-09,Birmingham,18,50
TAN WOLTERING,2019-05-09,Birmingham,19,56
RICKERT BRADFORTH,2019-05-09,Birmingham,26,58
LAMBERT SANTORI,2019-05-09,Birmingham,20,54
SCHUYLER CONNOLD,2019-05-09,Birmingham,22,45
JULIA LLORENS,2019-05-09,Birmingham,18,51
RINA SOFFE,2019-05-09,Birmingham,17,62
GLORIA HAZLEHURST,2019-05-09,Birmingham,22,55
ROONEY CROSSTON,2019-05-09,Birmingham,21,55
BOBINE BRODIE,2019-05-09,Birmingham,23,46
BARNEBAS UTTRIDGE,2019-10-09,London,24,43
SUTHERLAND MCGILBEN,2019-10-09,London,22,49
OLA GELDEARD,2019-10-09,London,17,48
CATHRYN LEEHANE,2019-10-09,London,20,54
ROSSIE CAITLIN,2019-10-09,London,25,62
MANUEL BROWNSWORD,2019-10-09,London,23,57
ROGERIO WOOLLHEAD,2019-10-09,London,24,55
TABBATHA KULLMANN,2019-10-09,London,25,65
KALA BOCK,2019-10-09,London,23,52
MARQUITA GATEHOUSE,2019-10-09,London,23,51
CATERINA SZWANDT,2019-10-09,London,21,41
HARWILLL WEILDISH,2019-10-09,London,14,64
JACKLIN KUPKA,2019-10-09,London,21,52
MARGARETE OSBURN,2019-10-09,London,25,48
RODRICK MACNUCATOR,2019-10-09,London,19,66
GODIVA ANDREW,2019-10-09,London,19,46
DORALIA GAPPER,2019-10-09,London,22,55
DOE EISOLD,2019-10-09,London,20,57
JUDY FINDERS,2019-10-09,London,22,56
LORINDA O'CROTTY,2019-10-09,London,20,42
